Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A401WUB6	unreviewed	Periplasmic heavy metal sensor	1226663	Acetobacter pasteurianus NBRC 3188	171	PF13801	7..136
A0A401X455	unreviewed	Periplasmic heavy metal sensor	1226660	Acetobacter pasteurianus NBRC 3278	171	PF13801	7..136
A0A402CTQ0	unreviewed	Uncharacterized protein	2219043	Capsulimonas corticalis	164	PF13801	21..135
A0A403K4J1	unreviewed	Zinc resistance-associated protein	28901	Salmonella enterica	151	PF13801	8..124
A0A403STP1	unreviewed	Zinc resistance-associated protein	600	Salmonella thompson	151	PF13801	8..124
A0A410NWI9	unreviewed	Periplasmic heavy metal sensor	293	Brevundimonas diminuta	177	PF13801	12..140
A0A410NYV6	unreviewed	Periplasmic heavy metal sensor	293	Brevundimonas diminuta	146	PF13801	13..132
A0A410RPK7	unreviewed	Periplasmic heavy metal sensor	184914	Corallococcus coralloides	177	PF13801	8..131
A0A410S048	unreviewed	Periplasmic heavy metal sensor	184914	Corallococcus coralloides	148	PF13801	4..135
A0A410UF92	unreviewed	Signaling pathway modulator ZraP	2501295	Dyella sp. M7H15-1	165	PF13801	13..114
A0A411WHB6	unreviewed	Zinc resistance-associated protein	2498113	Limnobaculum zhutongyuii	171	PF13801	12..139
A0A411Z2D6	unreviewed	Periplasmic heavy metal sensor	2305252	Pseudotabrizicola alkalilacus	177	PF13801	27..151
A0A418LWT6	unreviewed	Periplasmic heavy metal sensor	2305895	Fibrisoma montanum	163	PF13801	27..134
A0A418NEA0	unreviewed	Periplasmic heavy metal sensor	2306995	Pelagerythrobacter aerophilus	146	PF13801	13..130
A0A418NMW1	unreviewed	Periplasmic heavy metal sensor	2306995	Pelagerythrobacter aerophilus	145	PF13801	11..129
A0A418NPW8	unreviewed	Periplasmic heavy metal sensor	2307003	Aurantiacibacter zhengii	144	PF13801	10..129
A0A418NQA5	unreviewed	Periplasmic heavy metal sensor	2307003	Aurantiacibacter zhengii	144	PF13801	9..127
A0A418PWV6	unreviewed	Periplasmic heavy metal sensor	2056311	Algoriphagus lacus	256	PF13801	36..122
A0A418SCF9	unreviewed	Periplasmic heavy metal sensor	1537215	Pseudooceanicola algae	186	PF13801	42..167
A0A418VM14	unreviewed	Periplasmic heavy metal sensor	1076	Rhodopseudomonas palustris	147	PF13801	17..140
A0A418VS00	unreviewed	Periplasmic heavy metal sensor	2320860	Azospirillum cavernae	151	PF13801	21..143
A0A418WAW8	unreviewed	Periplasmic heavy metal sensor	2320859	Oleomonas cavernae	167	PF13801	17..138
A0A418WRG5	unreviewed	Periplasmic heavy metal sensor	2320861	Sphingomonas cavernae	147	PF13801	15..132
A0A418XVL1	unreviewed	Signaling pathway modulator ZraP	2338368	Alcanivorax profundi	110	PF13801	5..70
A0A418YMA4	unreviewed	Periplasmic heavy metal sensor	2304063	Sphingobium terrigena	145	PF13801	8..130
A0A418YS87	unreviewed	Periplasmic heavy metal sensor	2304063	Sphingobium terrigena	146	PF13801	12..130
A0A418YWQ3	unreviewed	Periplasmic heavy metal sensor	2304063	Sphingobium terrigena	145	PF13801	7..129
A0A418Z3K1	unreviewed	Zinc resistance-associated protein	192954	Salmonella enterica subsp. enterica serovar Mbandaka	151	PF13801	8..124
A0A419EYH6	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	158	PF13801	8..123
A0A419F8D1	unreviewed	Periplasmic heavy metal sensor	2053527	Candidatus Zixiibacteriota bacterium	172	PF13801	10..134
A0A419FYI2	unreviewed	Periplasmic heavy metal sensor	2026770	Nitrospiraceae bacterium	151	PF13801	13..135
A0A419FYN9	unreviewed	Periplasmic heavy metal sensor	2026770	Nitrospiraceae bacterium	173	PF13801	13..145
A0A419H1X2	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	162	PF13801	6..121
A0A419INI2	unreviewed	Zinc resistance-associated protein	340190	Salmonella enterica subsp. enterica serovar Schwarzengrund	151	PF13801	8..124
A0A419R134	unreviewed	Periplasmic heavy metal sensor	2306996	Tsuneonella suprasediminis	144	PF13801	10..127
A0A419R281	unreviewed	Periplasmic heavy metal sensor	2306996	Tsuneonella suprasediminis	146	PF13801	10..130
A0A419W553	unreviewed	Heavy-metal resistance protein	1261403	Mangrovibacterium diazotrophicum	171	PF13801	14..142
A0A419X6N6	unreviewed	Heavy-metal resistance protein	1117708	Marinifilum flexuosum	286	PF13801	10..125,160..267
A0A419YWQ2	unreviewed	Heavy-metal resistance protein	1938802	Paraburkholderia sp. BL23I1N1	175	PF13801	11..136
A0A420DNR1	unreviewed	Heavy-metal resistance protein	74349	Sulfitobacter guttiformis	156	PF13801	18..137
A0A420EJL5	unreviewed	Periplasmic heavy metal sensor	2320269	Altericroceibacterium spongiae	146	PF13801	8..131
A0A420EPP0	unreviewed	Periplasmic heavy metal sensor	2320269	Altericroceibacterium spongiae	146	PF13801	9..128
A0A420EQ16	unreviewed	Periplasmic heavy metal sensor	2320269	Altericroceibacterium spongiae	145	PF13801	8..129
A0A420GFD7	unreviewed	Heavy-metal resistance	134537	Paraburkholderia fungorum	175	PF13801	18..136
A0A420WFZ8	unreviewed	Heavy-metal resistance protein	526216	Oceanibaculum indicum	171	PF13801	22..145
A0A421BQ98	unreviewed	Periplasmic heavy metal sensor	2294033	Sinirhodobacter hankyongi	187	PF13801	32..154
A0A422QDU7	unreviewed	Periplasmic heavy metal sensor	373040	Massilia aurea	183	PF13801	51..156
A0A423ER50	unreviewed	Signaling pathway modulator ZraP	200451	Pseudomonas poae	164	PF13801	12..137
A0A423F4R8	unreviewed	Signaling pathway modulator ZraP	915099	Pseudomonas canadensis	155	PF13801	12..136
A0A424HPQ1	unreviewed	Periplasmic heavy metal sensor	1986665	Rhodothermaceae bacterium TMED105	235	PF13801	106..192
A0A424N5N7	unreviewed	Signaling pathway modulator ZraP	1986731	Gammaproteobacteria bacterium TMED1	151	PF13801	13..132
A0A424SY46	unreviewed	Signaling pathway modulator ZraP	1986649	Alteromonadaceae bacterium TMED101	213	PF13801	24..140
A0A424TG36	unreviewed	Periplasmic heavy metal sensor	1986647	Alphaproteobacteria bacterium TMED89	197	PF13801	77..181
A0A424TIG3	unreviewed	Periplasmic heavy metal sensor	1986647	Alphaproteobacteria bacterium TMED89	146	PF13801	12..129
A0A425Y817	unreviewed	Periplasmic heavy metal sensor	2283627	Ancylomarina euxinus	287	PF13801	40..134
A0A426GQS5	unreviewed	Periplasmic heavy metal sensor	2492472	Caulobacter sp. 602-1	225	PF13801	93..201
A0A426QNY2	unreviewed	Signaling pathway modulator ZraP	2341113	Guyparkeria sp. SCN-R1	225	PF13801	123..224
A0A426WIG0	unreviewed	Zinc resistance-associated protein	224729	Salmonella enterica subsp. enterica serovar Java	151	PF13801	8..124
A0A427NM87	unreviewed	Periplasmic heavy metal sensor	95486	Burkholderia cenocepacia	167	PF13801	12..139
A0A427P4Q7	unreviewed	Periplasmic heavy metal sensor	95486	Burkholderia cenocepacia	184	PF13801	16..144
A0A428JGQ9	unreviewed	Periplasmic heavy metal sensor	68292	Rhodovulum robiginosum	163	PF13801	22..147
A0A429V2B5	unreviewed	Periplasmic heavy metal sensor	2315330	Sphingomonas ginkgonis	146	PF13801	8..130
A0A430BGN4	unreviewed	Heavy metal resistance protein	13690	Sphingobium yanoikuyae	139	PF13801	2..124
A0A430BJ58	unreviewed	Heavy metal resistance protein	1920129	Sphingomonas sp. S-NIH.Pt15_0812	146	PF13801	9..130
A0A430C7L8	unreviewed	Heavy metal resistance protein	13690	Sphingobium yanoikuyae	144	PF13801	10..128
A0A430CBK0	unreviewed	Heavy metal resistance protein	1920123	Sphingomonas sp. S-NIH.Pt1_0416	146	PF13801	12..131
A0A430CGE6	unreviewed	Heavy metal resistance protein	1920123	Sphingomonas sp. S-NIH.Pt1_0416	145	PF13801	10..130
A0A430CIU4	unreviewed	Heavy metal resistance protein	1920123	Sphingomonas sp. S-NIH.Pt1_0416	147	PF13801	10..131
A0A430DLM8	unreviewed	Heavy metal resistance protein	1985880	Sphingomonas sp. ABOLG	146	PF13801	12..130
A0A430DZ49	unreviewed	Heavy metal resistance protein	1985880	Sphingomonas sp. ABOLG	146	PF13801	11..132
A0A430EAN6	unreviewed	Heavy metal resistance protein	1985881	Sphingomonas sp. ABOLH	146	PF13801	11..132
A0A430EI02	unreviewed	Heavy metal resistance protein	1985878	Sphingomonas sp. ABOLE	146	PF13801	11..131
A0A430FYY8	unreviewed	Heavy metal resistance protein	93064	Sphingomonas koreensis	146	PF13801	11..131
A0A430G3K7	unreviewed	Heavy metal resistance protein	93064	Sphingomonas koreensis	143	PF13801	11..127
A0A430HED5	unreviewed	Periplasmic heavy metal sensor	2495579	Massilia atriviolacea	150	PF13801	16..131
A0A430HLL0	unreviewed	Periplasmic heavy metal sensor	2495579	Massilia atriviolacea	182	PF13801	47..171
A0A431I3H0	unreviewed	Periplasmic heavy metal sensor	2014784	Neisseriaceae bacterium	165	PF13801	8..131
A0A431JFW1	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	159	PF13801	14..140
A0A431LNU8	unreviewed	Periplasmic heavy metal sensor	2052166	Candidatus Melainabacteria bacterium	283	PF13801	136..256
A0A431LQ25	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	161	PF13801	14..142
A0A431VAR4	unreviewed	Periplasmic heavy metal sensor	2496639	Azospirillum griseum	157	PF13801	27..149
A0A432H7P0	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	164	PF13801	13..125
A0A432IDK6	unreviewed	Periplasmic heavy metal sensor	2060921	Fusobacteriota bacterium	174	PF13801	28..113
A0A432MEA0	unreviewed	Periplasmic heavy metal sensor	2080755	Tautonia sociabilis	171	PF13801	27..114
A0A432MI55	unreviewed	Periplasmic heavy metal sensor	2080755	Tautonia sociabilis	288	PF13801	151..270
A0A432UVZ1	unreviewed	Signaling pathway modulator ZraP	1032	Thiothrix sp.	155	PF13801	10..131
A0A433A9A5	unreviewed	Periplasmic heavy metal sensor	82	Hyphomicrobium sp.	172	PF13801	23..143
A0A433J9H8	unreviewed	Periplasmic heavy metal sensor	92933	Azospirillum doebereinerae	159	PF13801	29..150
A0A433SEN8	unreviewed	Periplasmic heavy metal sensor	1965230	Saezia sanguinis	210	PF13801	58..167
A0A433WRT6	unreviewed	Periplasmic heavy metal sensor	2067395	Asaia sp. W19	181	PF13801	34..142
A0A434AWE4	unreviewed	Periplasmic heavy metal sensor	2487017	Ancylomarina longa	310	PF13801	28..122
A0A434CYG7	unreviewed	Periplasmic heavy metal sensor	2496789	Mesorhizobium sp. M6A.T.Ca.TU.002.02.2.1	155	PF13801	12..137
A0A434EIG8	unreviewed	Periplasmic heavy metal sensor	2496789	Mesorhizobium sp. M6A.T.Ca.TU.002.02.2.1	116	PF13801	18..106
A0A434N993	unreviewed	Periplasmic heavy metal sensor	2496768	Mesorhizobium sp. M5C.F.Cr.IN.023.01.1.1	192	PF13801	74..177
A0A434NB61	unreviewed	Periplasmic heavy metal sensor	2496768	Mesorhizobium sp. M5C.F.Cr.IN.023.01.1.1	166	PF13801	64..153
A0A434NCR0	unreviewed	Periplasmic heavy metal sensor	2496768	Mesorhizobium sp. M5C.F.Cr.IN.023.01.1.1	120	PF13801	13..90
A0A434RQ73	unreviewed	Periplasmic heavy metal sensor	2496765	Mesorhizobium sp. M1A.F.Ca.IN.020.06.1.1	148	PF13801	8..125
A0A434T2P8	unreviewed	Periplasmic heavy metal sensor	2496758	Mesorhizobium sp. M2A.F.Ca.ET.015.02.1.1	132	PF13801	17..126
A0A434U6J8	unreviewed	Periplasmic heavy metal sensor	2496753	Mesorhizobium sp. M1A.F.Ca.ET.072.01.1.1	148	PF13801	8..125
A0A434UUC6	unreviewed	Periplasmic heavy metal sensor	2496742	Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1	153	PF13801	12..130
A0A434WS82	unreviewed	Periplasmic heavy metal sensor	2496743	Mesorhizobium sp. M7A.F.Ca.US.010.02.1.1	153	PF13801	12..130
A0A434ZKJ1	unreviewed	Periplasmic heavy metal sensor	2496741	Mesorhizobium sp. M7A.F.Ca.US.011.01.1.1	133	PF13801	16..124
A0A435D2Z4	unreviewed	Periplasmic heavy metal sensor	2496747	Mesorhizobium sp. M2A.F.Ca.ET.040.01.1.1	132	PF13801	17..126
A0A435GVC4	unreviewed	Periplasmic heavy metal sensor	2496737	Mesorhizobium sp. M7A.F.Ca.US.005.03.2.1	153	PF13801	13..130
A0A435JUP6	unreviewed	Periplasmic heavy metal sensor	2496729	Mesorhizobium sp. M7A.F.Ca.CA.001.13.2.1	153	PF13801	13..130
A0A436BRS1	unreviewed	Periplasmic heavy metal sensor	2496696	Mesorhizobium sp. M7A.F.Ca.US.006.04.2.1	133	PF13801	16..124
A0A436D9X2	unreviewed	Periplasmic heavy metal sensor	2496696	Mesorhizobium sp. M7A.F.Ca.US.006.04.2.1	153	PF13801	13..130
A0A436G2Z5	unreviewed	Periplasmic heavy metal sensor	2496694	Mesorhizobium sp. M7A.F.Ca.CA.004.05.1.1	151	PF13801	12..128
A0A436QYK4	unreviewed	Periplasmic heavy metal sensor	2496660	Mesorhizobium sp. M2A.F.Ca.ET.046.02.1.1	132	PF13801	17..126
A0A436RAZ3	unreviewed	Periplasmic heavy metal sensor	2496660	Mesorhizobium sp. M2A.F.Ca.ET.046.02.1.1	110	PF13801	8..110
A0A437H0H7	unreviewed	Periplasmic heavy metal sensor	2217664	Croceicoccus ponticola	147	PF13801	8..130
A0A437LMT0	unreviewed	Periplasmic heavy metal sensor	2499834	Rhodobacteraceae bacterium CCMM004	161	PF13801	16..146
A0A437LR78	unreviewed	Periplasmic heavy metal sensor	2499851	Inhella crocodyli	158	PF13801	8..131
A0A437N3T2	unreviewed	Periplasmic heavy metal sensor	1908524	Novosphingobium umbonatum	144	PF13801	12..128
A0A437RE30	unreviewed	Periplasmic heavy metal sensor	1862385	Rubrivivax rivuli	189	PF13801	23..156
A0A438AJM7	unreviewed	Periplasmic heavy metal sensor	2486419	Mesobaculum littorinae	223	PF13801	15..172
A0A439I1Z4	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	147	PF13801	8..126
A0A439JEW0	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	151	PF13801	12..128
A0A439L0D3	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	145	PF13801	38..115
A0A439M997	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	132	PF13801	17..126
A0A439PXF4	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	132	PF13801	17..125
A0A439Q2F3	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	147	PF13801	8..126
A0A439Q5L1	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	147	PF13801	8..126
A0A439SIF9	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	132	PF13801	17..126
A0A439SLL6	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	191	PF13801	89..178
A0A439UCJ2	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	192	PF13801	74..177
A0A439UE93	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	151	PF13801	12..128
A0A439ULS6	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	191	PF13801	88..178
A0A439V409	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	151	PF13801	12..128
A0A439VS68	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	151	PF13801	12..128
A0A439ZC16	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	192	PF13801	74..177
A0A440AZB8	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	126	PF13801	13..96
A0A440I7S4	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	130	PF13801	11..117
A0A440IR26	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	191	PF13801	88..178
A0A440L6R0	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	65	PF13801	2..55
A0A440NND1	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	142	PF13801	39..112
A0A440QWT1	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	148	PF13801	8..125
A0A440V465	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	130	PF13801	27..107
A0A441B6Z5	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	191	PF13801	92..178
A0A441S9E0	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	135	PF13801	17..127
A0A441Z0D6	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	100	PF13801	14..90
A0A442B3N8	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	132	PF13801	17..126
A0A442BK09	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	147	PF13801	8..126
A0A442F865	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	132	PF13801	17..125
A0A442FMU5	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	134	PF13801	17..126
A0A442FRD8	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	148	PF13801	8..125
A0A442G0Y6	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	147	PF13801	8..126
A0A442HIK3	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	180	PF13801	78..165
A0A442HUC7	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	148	PF13801	8..125
A0A442NQ52	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	191	PF13801	88..178
A0A442SL80	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	151	PF13801	12..128
A0A442SUR3	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	150	PF13801	7..132
A0A442TN33	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	155	PF13801	12..137
A0A442WEH0	unreviewed	DUF1800 family protein	1871066	Mesorhizobium sp.	635	PF13801	12..137
A0A442XDC9	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	151	PF13801	12..128
A0A442Z8P1	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	155	PF13801	12..137
A0A443B2V0	unreviewed	Periplasmic heavy metal sensor	1871066	Mesorhizobium sp.	155	PF13801	12..137
A0A443JJY4	unreviewed	Periplasmic heavy metal sensor	2306993	Sinirhodobacter populi	164	PF13801	16..141
A0A443KAD7	unreviewed	Periplasmic heavy metal sensor	2306993	Sinirhodobacter populi	164	PF13801	16..141
A0A443KMX1	unreviewed	Periplasmic heavy metal sensor	2306993	Sinirhodobacter populi	164	PF13801	16..141
A0A443LJP7	unreviewed	Periplasmic heavy metal sensor	1215032	Sinirhodobacter ferrireducens	186	PF13801	32..155
A0A443LSI9	unreviewed	Periplasmic heavy metal sensor	2501515	Sinirhodobacter huangdaonensis	188	PF13801	32..155
A0A443YIX9	unreviewed	Periplasmic heavy metal sensor	2283629	Pseudodesulfovibrio sp. S3	178	PF13801	21..138
A0A444LL83	unreviewed	Periplasmic heavy metal sensor	2503024	Neorhizobium lilium	150	PF13801	13..133
A0A444MAS7	unreviewed	Periplasmic heavy metal sensor	1553448	Falsigemmobacter intermedius	194	PF13801	41..165
A0A445MQR1	unreviewed	Periplasmic heavy metal sensor	201089	uncultured Desulfobacterium sp.	161	PF13801	11..123
A0A445MW17	unreviewed	Periplasmic heavy metal sensor	201089	uncultured Desulfobacterium sp.	154	PF13801	11..128
A0A447CS45	unreviewed	Periplasmic heavy metal sensor	200615	Rhodoplanes serenus	111	PF13801	10..93
A0A447JQ97	unreviewed	Zinc resistance-associated protein	1962639	Salmonella enterica subsp. enterica serovar Daytona	151	PF13801	8..124
A0A447N038	unreviewed	Zinc resistance-associated protein	59201	Salmonella enterica I	179	PF13801	8..114
A0A447RBC2	unreviewed	Zinc resistance-associated protein	59203	Salmonella enterica subsp. arizonae	90	PF13801	4..79
A0A450RXL7	unreviewed	Signaling pathway modulator ZraP	2126338	Candidatus Kentron sp. FW	315	PF13801	206..305
A0A450TSC5	unreviewed	Signaling pathway modulator ZraP	2126340	Candidatus Kentron sp. FM	311	PF13801	196..302
A0A451CJG5	unreviewed	Signaling pathway modulator ZraP	2126341	Candidatus Kentron sp. G	317	PF13801	203..308
A0A451GCF6	unreviewed	Periplasmic heavy metal sensor	2306993	Sinirhodobacter populi	164	PF13801	16..141
A0A454AA42	unreviewed	Zinc resistance-associated protein	362663	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	139	PF13801	8..121
A0A480AVM0	unreviewed	Periplasmic heavy metal sensor	2315236	Rubrivivax pictus	176	PF13801	20..148
A0A482PMM9	unreviewed	Zinc resistance-associated protein	67825	Citrobacter rodentium	144	PF13801	9..124
A0A482UC22	unreviewed	Signaling pathway modulator ZraP	1176259	Pseudomonas songnenensis	137	PF13801	4..89
A0A483K3B5	unreviewed	Zinc resistance-associated protein	1463165	Klebsiella quasipneumoniae	145	PF13801	7..124
A0A484HGW1	unreviewed	Zinc resistance-associated protein	218296	uncultured Desulfobacteraceae bacterium	168	PF13801	11..126
A0A484HJ19	unreviewed	Putative Zinc resistance-associated protein	218296	uncultured Desulfobacteraceae bacterium	216	PF13801	66..165
A0A484Y856	unreviewed	Zinc resistance-associated protein	562	Escherichia coli	141	PF13801	1..84
A0A485B7V0	unreviewed	Zinc resistance-associated protein	580	Kluyvera cryocrescens	146	PF13801	7..123
A0A485M343	unreviewed	Zinc resistance protein (Modular protein)	1263854	anaerobic digester metagenome	177	PF13801	11..126
A0A485M7Y7	unreviewed	Periplasmic heavy metal sensor	1263854	anaerobic digester metagenome	156	PF13801	13..126
A0A485MAT2	unreviewed	Zinc resistance-associated protein	1263854	anaerobic digester metagenome	160	PF13801	11..121
A0A486DQE3	unreviewed	Zinc resistance-associated protein	573	Klebsiella pneumoniae	145	PF13801	7..124
A0A486WYB7	unreviewed	Zinc resistance-associated protein	192953	Salmonella enterica subsp. enterica serovar Stanley	151	PF13801	8..124
A0A494RLG3	unreviewed	Periplasmic heavy metal sensor	588932	Brevundimonas naejangsanensis	146	PF13801	7..131
A0A494TG12	unreviewed	Periplasmic heavy metal sensor	2319844	Sphingomonas paeninsulae	145	PF13801	10..130
A0A494TIK7	unreviewed	Periplasmic heavy metal sensor	2319844	Sphingomonas paeninsulae	148	PF13801	10..130
A0A494WH77	unreviewed	Heavy metal resistance protein	135719	Sphingobium amiense	146	PF13801	11..131
A0A494WXH4	unreviewed	Periplasmic heavy metal sensor	2419843	Desulfofundulus salinum	155	PF13801	12..113
A0A494X2P0	unreviewed	Periplasmic heavy metal sensor	2419777	Trinickia fusca	183	PF13801	15..145
A0A494XRY9	unreviewed	Periplasmic heavy metal sensor	2419777	Trinickia fusca	164	PF13801	12..140
A0A494YFQ6	unreviewed	Periplasmic heavy metal sensor	1792498	Pararobbsia silviterrae	187	PF13801	25..150
A0A495D1C9	unreviewed	Heavy-metal resistance protein	74318	Maricaulis maris	182	PF13801	13..149
A0A495D2F0	unreviewed	Heavy-metal resistance protein	74318	Maricaulis maris	144	PF13801	9..129
A0A495G721	unreviewed	Heavy-metal resistance protein	1938798	Paraburkholderia sp. BL17N1	172	PF13801	12..138
A0A495GG71	unreviewed	Heavy-metal resistance protein	1938798	Paraburkholderia sp. BL17N1	176	PF13801	11..137
A0A495U762	unreviewed	Heavy-metal resistance protein	1938810	Paraburkholderia sp. RAU2J	178	PF13801	13..139
A0A495WHU4	unreviewed	Spy/CpxP family protein refolding chaperone	146940	Azonexus fungiphilus	174	PF13801	42..149
A0A495YK26	unreviewed	Periplasmic heavy metal sensor	2116686	Burkholderia sp. Nafp2/4-1b	183	PF13801	15..144
A0A496Q4E9	unreviewed	Heavy metal resistance protein	2026799	Verrucomicrobiota bacterium	142	PF13801	7..127
A0A496RBE6	unreviewed	Periplasmic heavy metal sensor	2202144	Spirochaetota bacterium	149	PF13801	32..115
A0A496SQY7	unreviewed	Periplasmic heavy metal sensor	2053570	Latescibacterota bacterium	215	PF13801	7..139
A0A496TAR0	unreviewed	Periplasmic heavy metal sensor	2172550	candidate division KSB1 bacterium	147	PF13801	27..115
A0A496U090	unreviewed	Periplasmic heavy metal sensor	2172550	candidate division KSB1 bacterium	147	PF13801	27..115
A0A496UF54	unreviewed	Periplasmic heavy metal sensor	2044591	Fermentibacteria bacterium	152	PF13801	39..144
A0A496VFU5	unreviewed	Signaling pathway modulator ZraP	1913989	Gammaproteobacteria bacterium	170	PF13801	16..140
A0A496W6Y6	unreviewed	Signaling pathway modulator ZraP	1913989	Gammaproteobacteria bacterium	168	PF13801	15..139
A0A496XZT0	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	205	PF13801	13..136
A0A496Y1A3	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	145	PF13801	41..121
A0A496Y6D7	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	145	PF13801	16..122
A0A496YCP5	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	184	PF13801	14..133
A0A496YPB3	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	218	PF13801	34..162
A0A496YW15	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	175	PF13801	13..133
A0A496ZAU1	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	157	PF13801	39..135
A0A496ZG89	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	139	PF13801	15..127
A0A496ZHS0	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	172	PF13801	14..130
A0A496ZLX2	unreviewed	Periplasmic heavy metal sensor	2030808	Cloacimonadota bacterium	157	PF13801	13..128
A0A497BVR9	unreviewed	Heavy metal resistance protein	2026724	Chloroflexota bacterium	142	PF13801	6..127
A0A497DQL4	unreviewed	Periplasmic heavy metal sensor	1898104	Bacteroidota bacterium	187	PF13801	39..147
A0A497E2J4	unreviewed	Periplasmic heavy metal sensor	2030807	Aerophobetes bacterium	147	PF13801	33..126
A0A497E2S2	unreviewed	Periplasmic heavy metal sensor	2030807	Aerophobetes bacterium	169	PF13801	13..138
A0A497E5R1	unreviewed	Periplasmic heavy metal sensor	2030807	Aerophobetes bacterium	155	PF13801	16..131
A0A497EBD7	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	167	PF13801	19..139
A0A497EGR2	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	165	PF13801	42..127
A0A497VNS8	unreviewed	Spy/CpxP family protein refolding chaperone	2135637	Acidovorax sp. 106	156	PF13801	12..139
A0A497X5J5	unreviewed	Heavy-metal resistance protein	1049199	Litoreibacter meonggei	168	PF13801	20..146
A0A497ZI68	unreviewed	Heavy-metal resistance protein	981384	Ruegeria conchae	157	PF13801	18..136
A0A498DGA7	unreviewed	Periplasmic heavy metal sensor	2650971	Mariprofundus sp. EBB-1	186	PF13801	46..172
A0A4D6PHF4	unreviewed	Zinc resistance-associated protein	1173427	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	151	PF13801	8..124
